ID,Duration_Worse,Severity_Worse,Both_Worse
43,0.8303571428571429,0.7886904761904762,0.6636904761904762
44,0.9145098039215687,0.7262745098039216,0.6713725490196079
45,0.6693635382955772,0.6758360302049622,0.4444444444444444
46,0.6029411764705882,0.6158088235294118,0.4522058823529412
47,0.8134642356241234,0.7377279102384292,0.6185133239831697
5,0.8457831325301205,0.8337349397590361,0.7132530120481928
51,0.7764423076923077,0.4423076923076923,0.3701923076923077
57,0.6404761904761904,0.5976190476190476,0.3952380952380952
60,0.7730496453900709,0.6099290780141844,0.4645390070921986
62,0.6406480117820325,0.8181148748159057,0.5581737849779087
63,0.6015625,0.482421875,0.375
66,0.6372413793103449,0.6737931034482758,0.46551724137931033
67,0.6717948717948717,0.823076923076923,0.5512820512820513
68,0.6689895470383276,0.8548199767711963,0.5958188153310104
7,0.7943396226415095,0.6396226415094339,0.5415094339622641
71,0.6801470588235294,0.9375,0.6397058823529411
72,0.8290398126463701,0.7517564402810304,0.5995316159250585
76,0.7790697674418605,0.8003875968992248,0.6317829457364341
78,0.6853333333333333,0.848,0.6133333333333333
79,0.5923397800530906,0.9480470231323473,0.5604854000758438
80,0.9217970049916805,0.7936772046589018,0.7371048252911814
81,0.800376647834275,0.8267419962335216,0.6610169491525424
86,0.8216318785578748,0.6394686907020873,0.5294117647058824
88,0.6666666666666666,0.660377358490566,0.5188679245283019
94,0.7551020408163265,0.7055393586005831,0.6005830903790087
97,0.6512890094979648,0.7245590230664858,0.5210312075983717
98,0.7373737373737373,0.7727272727272727,0.5555555555555556
99,0.5717344753747323,0.6873661670235546,0.3758029978586724
