ID,Duration_Worse,Severity_Worse,Both_Worse
226,0.7756598240469208,0.8196480938416423,0.6295210166177908
227,0.5887096774193549,0.8911290322580645,0.53125
23,0.7771883289124668,0.6312997347480106,0.46949602122015915
230,0.6652470187393527,0.8151618398637138,0.5766609880749574
231,0.6549912434325744,0.7434325744308231,0.4929947460595447
233,0.9006462035541195,0.8909531502423264,0.808562197092084
24,0.42084168336673344,0.6232464929859719,0.26452905811623245
26,0.841688654353562,0.9182058047493403,0.7783641160949868
27,0.6388888888888888,0.6574074074074074,0.4930555555555556
28,0.796969696969697,0.7909090909090909,0.6363636363636364
29,0.819078947368421,0.8421052631578947,0.7203947368421053
32,0.6199376947040498,0.7570093457943925,0.4781931464174455
38,0.7636553058490847,0.7638785533561542,0.6045542491442178
41,0.6078665077473182,0.566150178784267,0.33849821215733017
42,0.6081946222791293,0.6235595390524968,0.41293213828425096
43,0.8214285714285714,0.7708333333333334,0.6190476190476191
44,0.7364705882352941,0.4980392156862745,0.3898039215686275
45,0.5938511326860841,0.7567421790722761,0.48058252427184467
46,0.6617647058823529,0.5772058823529411,0.41360294117647056
47,0.8709677419354839,0.46984572230014027,0.39270687237026647
5,0.6843373493975904,0.7373493975903614,0.5156626506024097
51,0.8197115384615384,0.5360576923076923,0.4423076923076923
57,0.7166666666666667,0.6285714285714286,0.48333333333333334
60,0.7854609929078015,0.6595744680851063,0.5762411347517731
62,0.8343151693667158,0.8865979381443299,0.7525773195876289
63,0.55078125,0.810546875,0.447265625
66,0.6448275862068965,0.6379310344827587,0.41379310344827586
67,0.8153846153846154,0.7461538461538462,0.6102564102564103
68,0.7061556329849012,0.718931475029036,0.5075493612078978
7,0.8547169811320755,0.7830188679245284,0.6679245283018868
71,0.5974264705882353,0.6268382352941176,0.4227941176470588
72,0.8220140515222483,0.8665105386416861,0.7189695550351288
76,0.9069767441860465,0.5833333333333334,0.5290697674418605
78,0.7573333333333333,0.8293333333333334,0.6213333333333333
79,0.6560485400075844,0.806977626090254,0.5578308684110732
80,0.8186356073211315,0.6472545757071547,0.5341098169717138
81,0.7344632768361582,0.7344632768361582,0.5084745762711864
86,0.6091081593927894,0.7514231499051234,0.4307400379506641
88,0.7075471698113207,0.7672955974842768,0.5440251572327044
94,0.8163265306122449,0.9125364431486881,0.760932944606414
97,0.8086838534599728,0.8792401628222524,0.7435549525101763
98,0.6060606060606061,0.7929292929292929,0.48484848484848486
99,0.7944325481798715,0.8201284796573876,0.69593147751606
